company_id,zone,timestamp,eur_per_mwh
company_2,zone_1,2026-03-01T00:00:00Z,58.04
company_2,zone_1,2026-03-01T01:00:00Z,51.96
company_2,zone_1,2026-03-01T02:00:00Z,47.54
company_2,zone_1,2026-03-01T03:00:00Z,54.37
company_2,zone_1,2026-03-01T04:00:00Z,59.14
company_2,zone_1,2026-03-01T05:00:00Z,64.87
company_2,zone_1,2026-03-01T06:00:00Z,70.44
company_2,zone_1,2026-03-01T07:00:00Z,62.53
company_2,zone_1,2026-03-01T08:00:00Z,49.62
company_2,zone_1,2026-03-01T09:00:00Z,59.46
company_2,zone_1,2026-03-01T10:00:00Z,60.17
company_2,zone_1,2026-03-01T11:00:00Z,64.48
company_2,zone_1,2026-03-01T12:00:00Z,57.8
company_2,zone_1,2026-03-01T13:00:00Z,68.49
company_2,zone_1,2026-03-01T14:00:00Z,53.51
company_2,zone_1,2026-03-01T15:00:00Z,80.38
company_2,zone_1,2026-03-01T16:00:00Z,57.6
company_2,zone_1,2026-03-01T17:00:00Z,82.91
company_2,zone_1,2026-03-01T18:00:00Z,72.88
company_2,zone_1,2026-03-01T19:00:00Z,71.28
company_2,zone_1,2026-03-01T20:00:00Z,34.39
company_2,zone_1,2026-03-01T21:00:00Z,34.71
company_2,zone_1,2026-03-01T22:00:00Z,47.87
company_2,zone_1,2026-03-01T23:00:00Z,53.41
company_2,zone_1,2026-03-02T00:00:00Z,50.58
company_2,zone_1,2026-03-02T01:00:00Z,38.76
company_2,zone_1,2026-03-02T02:00:00Z,60.08
company_2,zone_1,2026-03-02T03:00:00Z,50.34
company_2,zone_1,2026-03-02T04:00:00Z,60.27
company_2,zone_1,2026-03-02T05:00:00Z,77.57
company_2,zone_1,2026-03-02T06:00:00Z,57.83
company_2,zone_1,2026-03-02T07:00:00Z,50.5
company_2,zone_1,2026-03-02T08:00:00Z,71.59
company_2,zone_1,2026-03-02T09:00:00Z,56.79
company_2,zone_1,2026-03-02T10:00:00Z,53.96
company_2,zone_1,2026-03-02T11:00:00Z,70.12
company_2,zone_1,2026-03-02T12:00:00Z,73.69
company_2,zone_1,2026-03-02T13:00:00Z,87.69
company_2,zone_1,2026-03-02T14:00:00Z,64.31
company_2,zone_1,2026-03-02T15:00:00Z,79.43
company_2,zone_1,2026-03-02T16:00:00Z,48.43
company_2,zone_1,2026-03-02T17:00:00Z,60.3
company_2,zone_1,2026-03-02T18:00:00Z,54.21
company_2,zone_1,2026-03-02T19:00:00Z,73.23
company_2,zone_1,2026-03-02T20:00:00Z,46.67
company_2,zone_1,2026-03-02T21:00:00Z,60.78
company_2,zone_1,2026-03-02T22:00:00Z,48.56
company_2,zone_1,2026-03-02T23:00:00Z,58.21
company_2,zone_1,2026-03-03T00:00:00Z,68.25
company_2,zone_1,2026-03-03T01:00:00Z,45.06
company_2,zone_1,2026-03-03T02:00:00Z,45.52
company_2,zone_1,2026-03-03T03:00:00Z,47.78
company_2,zone_1,2026-03-03T04:00:00Z,51.43
company_2,zone_1,2026-03-03T05:00:00Z,61.18
company_2,zone_1,2026-03-03T06:00:00Z,77.63
company_2,zone_1,2026-03-03T07:00:00Z,54.13
company_2,zone_1,2026-03-03T08:00:00Z,54.88
company_2,zone_1,2026-03-03T09:00:00Z,54.33
company_2,zone_1,2026-03-03T10:00:00Z,65.06
company_2,zone_1,2026-03-03T11:00:00Z,76.53
company_2,zone_1,2026-03-03T12:00:00Z,63.52
company_2,zone_1,2026-03-03T13:00:00Z,70.5
company_2,zone_1,2026-03-03T14:00:00Z,78.95
company_2,zone_1,2026-03-03T15:00:00Z,77.93
company_2,zone_1,2026-03-03T16:00:00Z,70.41
company_2,zone_1,2026-03-03T17:00:00Z,83.69
company_2,zone_1,2026-03-03T18:00:00Z,57.52
company_2,zone_1,2026-03-03T19:00:00Z,38.44
company_2,zone_1,2026-03-03T20:00:00Z,72.1
company_2,zone_1,2026-03-03T21:00:00Z,47.45
company_2,zone_1,2026-03-03T22:00:00Z,54.44
company_2,zone_1,2026-03-03T23:00:00Z,46.33
company_2,zone_1,2026-03-04T00:00:00Z,39.15
company_2,zone_1,2026-03-04T01:00:00Z,35.01
company_2,zone_1,2026-03-04T02:00:00Z,35.76
company_2,zone_1,2026-03-04T03:00:00Z,74.08
company_2,zone_1,2026-03-04T04:00:00Z,39.76
company_2,zone_1,2026-03-04T05:00:00Z,46.22
company_2,zone_1,2026-03-04T06:00:00Z,61.02
company_2,zone_1,2026-03-04T07:00:00Z,48.5
company_2,zone_1,2026-03-04T08:00:00Z,79.76
company_2,zone_1,2026-03-04T09:00:00Z,63.62
company_2,zone_1,2026-03-04T10:00:00Z,64.53
company_2,zone_1,2026-03-04T11:00:00Z,65.49
company_2,zone_1,2026-03-04T12:00:00Z,67.4
company_2,zone_1,2026-03-04T13:00:00Z,59.92
company_2,zone_1,2026-03-04T14:00:00Z,81.35
company_2,zone_1,2026-03-04T15:00:00Z,67.85
company_2,zone_1,2026-03-04T16:00:00Z,85.53
company_2,zone_1,2026-03-04T17:00:00Z,68.72
company_2,zone_1,2026-03-04T18:00:00Z,73.87
company_2,zone_1,2026-03-04T19:00:00Z,41.33
company_2,zone_1,2026-03-04T20:00:00Z,48.14
company_2,zone_1,2026-03-04T21:00:00Z,45.83
company_2,zone_1,2026-03-04T22:00:00Z,59.26
company_2,zone_1,2026-03-04T23:00:00Z,55.33
company_2,zone_1,2026-03-05T00:00:00Z,66.54
company_2,zone_1,2026-03-05T01:00:00Z,28.03
